precision,recall,threshold
0.0746705710102489,1.0,1.4766298159696821e-05
0.0747800586510264,1.0,1.4847343827105869e-05
0.07488986784140969,1.0,1.4867918416249376e-05
0.075,1.0,1.4895944188925205e-05
0.07511045655375552,1.0,1.4916973508569496e-05
0.0752212389380531,1.0,1.4921591939515201e-05
0.07533234859675036,1.0,1.4972568852483239e-05
0.07544378698224852,1.0,1.5001727026346846e-05
0.07555555555555556,1.0,1.501713132628744e-05
0.07566765578635015,1.0,1.5044659378998377e-05
0.07578008915304606,1.0,1.5047927592627514e-05
0.07589285714285714,1.0,1.5088419012369217e-05
0.07600596125186289,1.0,1.517036735744765e-05
0.07611940298507462,1.0,1.523613542450106e-05
0.07657657657657657,1.0,1.525849285202181e-05
0.07669172932330827,1.0,1.530717020970235e-05
0.07680722891566265,1.0,1.5452691958831092e-05
0.07692307692307693,1.0,1.545887636269523e-05
0.07727272727272727,1.0,1.5461474980925624e-05
0.07738998482549317,1.0,1.5516791626158832e-05
0.07750759878419453,1.0,1.552556051422922e-05
0.0776255707762557,1.0,1.552882100119978e-05
0.07774390243902439,1.0,1.554315977960862e-05
0.07786259541984733,1.0,1.5631873897207416e-05
0.0779816513761468,1.0,1.5651893647015782e-05
0.0781010719754977,1.0,1.5687817610966917e-05
0.07822085889570553,1.0,1.5708187625867638e-05
0.07834101382488479,1.0,1.571263118303431e-05
0.07846153846153846,1.0,1.5731663263829068e-05
0.07858243451463791,1.0,1.5764974686864324e-05
0.0787037037037037,1.0,1.5797374333266825e-05
0.07894736842105263,1.0,1.5930854699472074e-05
0.07906976744186046,1.0,1.5950800219011363e-05
0.07919254658385093,1.0,1.60476860055726e-05
0.07931570762052877,1.0,1.60585548858953e-05
0.0794392523364486,1.0,1.6082307666266693e-05
0.07956318252730109,1.0,1.6189908446726475e-05
0.0796875,1.0,1.6247566292448696e-05
0.08031496062992126,1.0,1.630200435766621e-05
0.0804416403785489,1.0,1.6334027637470003e-05
0.08056872037914692,1.0,1.6381511546689964e-05
0.08069620253164557,1.0,1.6411426927963948e-05
0.08082408874801902,1.0,1.6415650088485713e-05
0.08095238095238096,1.0,1.6416545699317263e-05
0.08108108108108109,1.0,1.6430620461134548e-05
0.08121019108280254,1.0,1.6477872178810444e-05
0.08146964856230032,1.0,1.6534422095764107e-05
0.0816,1.0,1.65545401568507e-05
0.08173076923076923,1.0,1.663152585170677e-05
0.08186195826645265,1.0,1.6767008994837902e-05
0.0819935691318328,1.0,1.68358269415017e-05
0.0821256038647343,1.0,1.6839979498789663e-05
0.08225806451612903,1.0,1.6856615589871066e-05
0.08239095315024232,1.0,1.6858540579907705e-05
0.08306188925081433,1.0,1.7002650023173397e-05
0.08319738988580751,1.0,1.7019141541382596e-05
0.08333333333333333,1.0,1.7023163239298783e-05
0.08346972176759411,1.0,1.7043267922846373e-05
0.08388157894736842,1.0,1.7098141644039137e-05
0.08401976935749589,1.0,1.7122072615528682e-05
0.08415841584158416,1.0,1.713630949453411e-05
0.08429752066115702,1.0,1.719854975729532e-05
0.08443708609271523,1.0,1.724569365772891e-05
0.0845771144278607,1.0,1.727662878420472e-05
0.08471760797342193,1.0,1.7379183017414403e-05
0.08485856905158069,1.0,1.7387497847820428e-05
0.085,1.0,1.7442302371467095e-05
